Gene_name	Basic_transcript
AC005758.1	ENST00000586408
AC005357.1	ENST00000588399
AC010511.1	ENST00000590229
AC020905.1	ENST00000587777
AC005580.1	ENST00000592311;ENST00000587140;ENST00000591926
AC093074.1	ENST00000590280
AC005307.1	ENST00000567877
AC005394.2	ENST00000592347
AC005381.1	ENST00000593065;ENST00000585697
AC005394.1	ENST00000589999
AC005616.1	ENST00000592931
AC079466.2	ENST00000585394
AC079466.1	ENST00000587961;ENST00000651559;ENST00000656648
AC005524.1	ENST00000636857;ENST00000586528
MAN1A2P1	ENST00000590286
AC007795.1	ENST00000662278;ENST00000669752
LINC00906	ENST00000657984;ENST00000651179;ENST00000587998;ENST00000659282;ENST00000667314;ENST00000660607;ENST00000669456;ENST00000664282
AC008991.1	ENST00000587850
AC011524.1	ENST00000590167
AC011524.2	ENST00000589198
RNA5SP470	ENST00000516463
LINC01532	ENST00000663054;ENST00000668941;ENST00000667583;ENST00000656059
AC011505.1	ENST00000656834
UQCRFS1	ENST00000304863
AC007786.1	ENST00000590607
AC007786.2	ENST00000618791
AC007786.3	ENST00000615154
RN7SL340P	ENST00000470792
AC007786.4	ENST00000663300
AC011474.1	ENST00000582581;ENST00000660387
AC011474.3	ENST00000587520
AC011474.2	ENST00000579268
AC011474.4	ENST00000623523
VSTM2B	ENST00000335523
POP4	ENST00000585603;ENST00000221770
PLEKHF1	ENST00000592810;ENST00000436066
C19orf12	ENST00000623113;ENST00000614091;ENST00000323670;ENST00000392276;ENST00000592153;ENST00000392278
AC008798.3	ENST00000666573
CCNE1	ENST00000262643;ENST00000444983;ENST00000357943
AC008798.2	ENST00000657512
AC008798.1	ENST00000586584
AC008507.3	ENST00000624591
PPIAP58	ENST00000585753
URI1	ENST00000360605;ENST00000392271
RPL9P32	ENST00000464118
AC008507.2	ENST00000588402
TAF9P3	ENST00000585464
AC008507.1	ENST00000587506
AC008507.4	ENST00000655808
AC008507.5	ENST00000660929
AC005597.1	ENST00000588092
ZNF536	ENST00000355537
AC011504.1	ENST00000623331
AC011478.1	ENST00000411216;ENST00000593140
AC011507.1	ENST00000585364
LINC01834	ENST00000567374
AC020897.1	ENST00000587702
AC020912.1	ENST00000638312
TSHZ3	ENST00000240587;ENST00000558569
LINC01791	ENST00000660210;ENST00000655296;ENST00000671470;ENST00000659731;ENST00000589511
AC025809.1	ENST00000585336
AC025809.2	ENST00000625085
AC008992.1	ENST00000591132
AC008794.1	ENST00000587779
LINC02841	ENST00000593063
AC011525.1	ENST00000562167
AC011525.2	ENST00000669372
RNA5SP471	ENST00000516971
RNU6-967P	ENST00000365024
LINC01837	ENST00000651930;ENST00000659249;ENST00000663079;ENST00000593082;ENST00000663136
AC011456.1	ENST00000408577
LINC01533	ENST00000662070;ENST00000652115;ENST00000666300;ENST00000656139;ENST00000661915;ENST00000662548;ENST00000656347;ENST00000657008;ENST00000585739
LINC01782	ENST00000591212
AC011518.1	ENST00000671052;ENST00000592668
AC074139.1	ENST00000651770
RNA5SP472	ENST00000363868
ZNF507	ENST00000311921;ENST00000355898;ENST00000544431
AC007773.1	ENST00000581176;ENST00000592680
DPY19L3	ENST00000587077;ENST00000392250;ENST00000586987;ENST00000342179
AC005621.1	ENST00000580268
PDCD5	ENST00000590247;ENST00000419343;ENST00000592786;ENST00000379316;ENST00000586035
ANKRD27	ENST00000306065;ENST00000587352
RPS12P31	ENST00000491419
RN7SL789P	ENST00000478944
AC008474.1	ENST00000589127
RGS9BP	ENST00000334176
AC008736.1	ENST00000592431
NUDT19	ENST00000397061
AC008736.2	ENST00000587554
TDRD12	ENST00000444215;ENST00000647536;ENST00000421545
AC008805.1	ENST00000590892
SLC7A9	ENST00000590341;ENST00000023064;ENST00000587772
AC008805.2	ENST00000590069
RN7SKP22	ENST00000365097
CEP89	ENST00000305768;ENST00000590597;ENST00000591863
RPL31P60	ENST00000478450
FAAP24	ENST00000589646;ENST00000588258;ENST00000590179;ENST00000590281
RHPN2	ENST00000254260
AC008521.1	ENST00000587471
AC008521.2	ENST00000591021
GPATCH1	ENST00000170564
WDR88	ENST00000592765;ENST00000361680;ENST00000355868
AC008738.2	ENST00000577275;ENST00000593041
LRP3	ENST00000253193
AC008738.1	ENST00000590117
AC008738.7	ENST00000609744
SLC7A10	ENST00000253188
AC008738.4	ENST00000590492;ENST00000668860
AC008738.6	ENST00000604605
AC008738.3	ENST00000589932
CEBPA	ENST00000498907
AC008738.5	ENST00000587312
CEBPA-DT	ENST00000592982
RPS3AP50	ENST00000487064
AKR1B1P7	ENST00000587229
CEBPG	ENST00000284000;ENST00000585933
PEPD	ENST00000244137;ENST00000397032;ENST00000436370
AC010485.1	ENST00000589967
RPL21P131	ENST00000497298
CHST8	ENST00000650847;ENST00000434302;ENST00000438847;ENST00000262622
KCTD15	ENST00000589786;ENST00000284006;ENST00000588881;ENST00000430256
AC008556.1	ENST00000610908
RN7SL150P	ENST00000462298
AC016587.1	ENST00000657364
RPS4XP23	ENST00000487801
RPS4XP20	ENST00000505751
RPS4XP21	ENST00000603814
CHCHD2P3	ENST00000603038
LSM14A	ENST00000540746;ENST00000544216;ENST00000433627
KIAA0355	ENST00000299505
RPL29P33	ENST00000587474
AC010504.1	ENST00000591311
GPI	ENST00000415930;ENST00000588991;ENST00000356487
AC092073.1	ENST00000592740
PDCD2L	ENST00000246535;ENST00000587065
RN7SL154P	ENST00000578043
AC008747.1	ENST00000592220;ENST00000408657
UBA2	ENST00000246548;ENST00000439527;ENST00000592791
WTIP	ENST00000590071
RPS26P55	ENST00000471178
ZNF807P	ENST00000328088
SCGB1B2P	ENST00000595013
SCGB2B2	ENST00000379204;ENST00000601241
AC020910.4	ENST00000603701
AC020910.2	ENST00000599404
AC020910.7	ENST00000623084
SCGB2B3P	ENST00000599388
AC020910.6	ENST00000623668
ZNF302	ENST00000627982;ENST00000613363;ENST00000509528;ENST00000457781;ENST00000505242;ENST00000423823;ENST00000507959;ENST00000446502;ENST00000505365
AC020910.1	ENST00000408188
AC020910.5	ENST00000612269
ZNF181	ENST00000392232;ENST00000492450;ENST00000459757
ZNF599	ENST00000329285;ENST00000587354;ENST00000588760
AC020910.3	ENST00000603635
LINC01801	ENST00000590963
AC008555.1	ENST00000561778
AC008555.6	ENST00000605008
AC008555.2	ENST00000600348;ENST00000659696;ENST00000670999;ENST00000668481;ENST00000601776;ENST00000668799;ENST00000661037;ENST00000668999;ENST00000666368;ENST00000669819
AC008555.4	ENST00000657506;ENST00000665881
AC008555.3	ENST00000605481
AC008555.5	ENST00000653476;ENST00000657508;ENST00000658624;ENST00000668349;ENST00000657878;ENST00000667778;ENST00000603717
LINC01838	ENST00000595783
ZNF30-AS1	ENST00000604333
ZNF30	ENST00000303586;ENST00000439785;ENST00000601957;ENST00000601142
AC008555.7	ENST00000623602
ZNF792	ENST00000404801;ENST00000605484
GRAMD1A	ENST00000599564;ENST00000317991;ENST00000411896;ENST00000424536
AC020907.3	ENST00000600959
AC020907.4	ENST00000605640
SCN1B	ENST00000262631;ENST00000638536;ENST00000415950;ENST00000595652;ENST00000640135;ENST00000596348
HPN	ENST00000392226;ENST00000262626;ENST00000673426;ENST00000672452;ENST00000597419
HPN-AS1	ENST00000666194;ENST00000392227
AC020907.1	ENST00000648691;ENST00000650457
AC020907.6	ENST00000648240
FXYD3	ENST00000604404;ENST00000435734;ENST00000603181;ENST00000604255;ENST00000346446;ENST00000344013;ENST00000603449;ENST00000605550;ENST00000604804;ENST00000605552;ENST00000603524;ENST00000604621;ENST00000605677
LGI4	ENST00000310123;ENST00000392225;ENST00000591633
AC020907.5	ENST00000624372
FXYD1	ENST00000351325;ENST00000612146;ENST00000589209;ENST00000455515;ENST00000588715;ENST00000588607;ENST00000588081
AC020907.2	ENST00000586871
FXYD7	ENST00000586063;ENST00000270310;ENST00000588265
FXYD5	ENST00000392218;ENST00000543307;ENST00000392219;ENST00000541435;ENST00000590686;ENST00000342879;ENST00000588699;ENST00000423817;ENST00000392217
FAM187B	ENST00000324675
FAM187B2P	ENST00000577135
LSR	ENST00000602122;ENST00000621372;ENST00000361790;ENST00000360798;ENST00000354900;ENST00000347609;ENST00000427250;ENST00000605618
AC002128.2	ENST00000604161
AC002128.1	ENST00000602262
USF2	ENST00000222305;ENST00000343550;ENST00000595068;ENST00000379134;ENST00000594064
HAMP	ENST00000598398;ENST00000222304
MAG	ENST00000361922;ENST00000597035;ENST00000537831;ENST00000392213
CD22	ENST00000341773;ENST00000536635;ENST00000085219;ENST00000544992;ENST00000419549;ENST00000594250
U62631.1	ENST00000597110
MIR5196	ENST00000578146
FFAR1	ENST00000246553
FFAR3	ENST00000327809;ENST00000594310
GPR42	ENST00000454971;ENST00000597214
EEF1A1P7	ENST00000596811
LINC01531	ENST00000602653;ENST00000536898
AC002511.3	ENST00000638098
RN7SL491P	ENST00000584748
AC002511.2	ENST00000413796
AC002511.1	ENST00000428426
FFAR2	ENST00000599180;ENST00000246549
KRTDAP	ENST00000338897;ENST00000484218
DMKN	ENST00000408915;ENST00000402589;ENST00000339686;ENST00000436012;ENST00000414866;ENST00000480502;ENST00000467637;ENST00000429837;ENST00000419602;ENST00000443640;ENST00000472252;ENST00000602781;ENST00000492341;ENST00000474928;ENST00000488892;ENST00000461300;ENST00000447113;ENST00000392206;ENST00000458071;ENST00000418261;ENST00000424570;ENST00000451297
SBSN	ENST00000452271;ENST00000518157
GAPDHS	ENST00000222286
TMEM147-AS1	ENST00000660248;ENST00000670097;ENST00000660839
TMEM147	ENST00000222284;ENST00000392204;ENST00000392205
ATP4A	ENST00000262623
AD000090.1	ENST00000638356
PMIS2	ENST00000646476;ENST00000640449
LINC01766	ENST00000656011;ENST00000657962;ENST00000665580
AC002115.1	ENST00000589603
HAUS5	ENST00000203166
RBM42	ENST00000588161;ENST00000262633;ENST00000592202;ENST00000586618;ENST00000589559;ENST00000589871
ETV2	ENST00000619399;ENST00000379026;ENST00000379023;ENST00000402764;ENST00000479824;ENST00000621247;ENST00000403402
COX6B1	ENST00000649813;ENST00000592141;ENST00000392201
RN7SL765P	ENST00000580260
UPK1A	ENST00000617999;ENST00000616789;ENST00000379013;ENST00000222275
UPK1A-AS1	ENST00000443196
TYMSP2	ENST00000589501
ZBTB32	ENST00000392197;ENST00000262630
KMT2B	ENST00000673918;ENST00000420124
IGFLR1	ENST00000246532;ENST00000592889;ENST00000588992;ENST00000592537
AD000671.2	ENST00000589807
U2AF1L4	ENST00000378975;ENST00000412391;ENST00000292879
PSENEN	ENST00000591949;ENST00000222266;ENST00000587708
AD000671.1	ENST00000591613
AD000671.3	ENST00000591091
LIN37	ENST00000301159
AC002398.2	ENST00000587767
HSPB6	ENST00000004982;ENST00000587965
PROSER3	ENST00000396908;ENST00000536950;ENST00000537459;ENST00000421853
AC002398.1	ENST00000589397
ARHGAP33	ENST00000378944;ENST00000314737;ENST00000007510
LINC01529	ENST00000637365;ENST00000636474;ENST00000637448
PRODH2	ENST00000653904;ENST00000301175
NPHS1	ENST00000378910;ENST00000353632
KIRREL2	ENST00000592409;ENST00000347900;ENST00000360202;ENST00000262625
APLP1	ENST00000537454;ENST00000221891;ENST00000652533;ENST00000586861
RN7SL402P	ENST00000465059
NFKBID	ENST00000641389;ENST00000396901;ENST00000606253
AD000864.1	ENST00000624076
HCST	ENST00000246551;ENST00000437550
TYROBP	ENST00000424586;ENST00000585901;ENST00000544690;ENST00000262629;ENST00000589517
LRFN3	ENST00000588831;ENST00000246529
AF038458.3	ENST00000592518
AF038458.1	ENST00000588406
AF038458.2	ENST00000587412
SDHAF1	ENST00000378887
SYNE4	ENST00000324444;ENST00000340477
AC002116.1	ENST00000473572
ALKBH6	ENST00000486389;ENST00000378875;ENST00000485128;ENST00000252984
AC002116.2	ENST00000586962
CLIP3	ENST00000360535;ENST00000593074
THAP8	ENST00000292894
WDR62	ENST00000401500;ENST00000270301
AD000813.1	ENST00000624007
OVOL3	ENST00000633214;ENST00000585332
POLR2I	ENST00000221859
TBCB	ENST00000629269;ENST00000221855;ENST00000651435;ENST00000589996;ENST00000585746;ENST00000586868
AD001527.2	ENST00000622994
CAPNS1	ENST00000589146;ENST00000628306;ENST00000628018;ENST00000246533;ENST00000587718;ENST00000590874;ENST00000588815;ENST00000588780;ENST00000629983
AD001527.1	ENST00000604228
COX7A1	ENST00000437291;ENST00000292907
AC002984.1	ENST00000591692
ZNF565	ENST00000304116;ENST00000392173;ENST00000355114
RN7SL287P	ENST00000577931
ZNF146	ENST00000456324;ENST00000443387
AC092296.2	ENST00000586345;ENST00000660925;ENST00000660190
LINC00665	ENST00000658126;ENST00000658042;ENST00000438368;ENST00000591372;ENST00000658301;ENST00000656137;ENST00000658991
AC092296.1	ENST00000410798;ENST00000587018
ZFP14	ENST00000270001;ENST00000589280
AC092296.4	ENST00000589968
ZFP82	ENST00000392161
AC092296.3	ENST00000589470
ZNF566	ENST00000434377;ENST00000493391;ENST00000392170;ENST00000424129
AC092295.2	ENST00000592087
CTBP2P7	ENST00000593270
ZNF260	ENST00000523638;ENST00000592282;ENST00000593142;ENST00000588993
AC092295.1	ENST00000446262
ZNF529	ENST00000591340;ENST00000334116
ZNF529-AS1	ENST00000475219;ENST00000670019
ZNF382	ENST00000423582;ENST00000292928;ENST00000439428;ENST00000435416;ENST00000639288
ZNF461	ENST00000588268;ENST00000618437;ENST00000360357;ENST00000614133
AC074138.1	ENST00000611182
LINC01534	ENST00000665321;ENST00000433232
ZNF567	ENST00000536254;ENST00000360729;ENST00000588311;ENST00000585696
ZNF850	ENST00000589390;ENST00000614887;ENST00000591344
AC020928.1	ENST00000663625
AC020928.2	ENST00000588717
ZNF790-AS1	ENST00000657461;ENST00000650959;ENST00000655476;ENST00000588906;ENST00000587278
ZNF790	ENST00000356725;ENST00000615484;ENST00000614179;ENST00000613249
ZNF345	ENST00000589046;ENST00000614069;ENST00000420450;ENST00000526123;ENST00000529555;ENST00000612719;ENST00000640438
ZNF829	ENST00000520965;ENST00000391711
RPL31P61	ENST00000496160
ZNF568	ENST00000427117;ENST00000333987;ENST00000415168;ENST00000455427;ENST00000619231;ENST00000617745;ENST00000616085;ENST00000586353
ZNF420	ENST00000337995;ENST00000304239
AC010632.3	ENST00000611377
AC010632.1	ENST00000590376
AC010632.2	ENST00000588369
AC012309.1	ENST00000585860
ZNF585A	ENST00000292841;ENST00000356958;ENST00000392157;ENST00000588354
AC012309.2	ENST00000587645
ZNF585B	ENST00000532828;ENST00000531805;ENST00000527838;ENST00000586320
ZNF383	ENST00000590503;ENST00000589413;ENST00000352998
AC016590.1	ENST00000652687;ENST00000586324;ENST00000656668;ENST00000654113
LINC01535	ENST00000659928;ENST00000591116;ENST00000592712;ENST00000666743
AC016590.4	ENST00000668926
ZNF875	ENST00000591471;ENST00000652615;ENST00000544914;ENST00000591417;ENST00000592168;ENST00000392153;ENST00000589392;ENST00000324411;ENST00000591259;ENST00000541583;ENST00000591134;ENST00000586897
AC016590.3	ENST00000611171
AC016590.2	ENST00000592319
ZNF527	ENST00000436120;ENST00000483919;ENST00000587349
AC008806.1	ENST00000624962
ZNF569	ENST00000392149;ENST00000316950;ENST00000448051;ENST00000392150;ENST00000592490;ENST00000589833
ZNF570	ENST00000586475;ENST00000330173
ZNF793-AS1	ENST00000585890
AC022148.2	ENST00000586176
ZNF793	ENST00000627814;ENST00000587143;ENST00000588578;ENST00000587986;ENST00000589319;ENST00000542455;ENST00000445217
AC022148.1	ENST00000316807
ZNF571-AS1	ENST00000586139;ENST00000587121;ENST00000668693
ZNF540	ENST00000592533;ENST00000589117;ENST00000316433;ENST00000586792;ENST00000343599
ZNF571	ENST00000590751;ENST00000328550;ENST00000593133;ENST00000451802;ENST00000358744
ZFP30	ENST00000589018;ENST00000351218;ENST00000514101
ZNF781	ENST00000358582;ENST00000590008
AC093227.2	ENST00000586606
SELENOKP1	ENST00000589357
ZNF607	ENST00000355202;ENST00000395835
AC093227.1	ENST00000588040
AC093227.3	ENST00000658143
ZNF573	ENST00000590414;ENST00000339503;ENST00000357309;ENST00000536220;ENST00000392138;ENST00000585724
AC016582.2	ENST00000591908;ENST00000587765
AC016582.3	ENST00000589653;ENST00000443870;ENST00000636547
AC016582.1	ENST00000592640;ENST00000636341;ENST00000433142
WDR87	ENST00000447313;ENST00000303868
SIPA1L3	ENST00000222345
AC008395.1	ENST00000601752
AC011465.1	ENST00000408331;ENST00000599092
AC011479.4	ENST00000594299
AC011479.3	ENST00000598146
RN7SL663P	ENST00000578592
DPF1	ENST00000420980;ENST00000614244;ENST00000412732;ENST00000416611;ENST00000414789;ENST00000355526;ENST00000456296
SPINT2	ENST00000301244;ENST00000587090;ENST00000454580
PPP1R14A	ENST00000587515;ENST00000591291;ENST00000301242;ENST00000347262;ENST00000591585
AC011479.2	ENST00000591889
AC011479.5	ENST00000651064
YIF1B	ENST00000339413;ENST00000592694;ENST00000337679;ENST00000392124;ENST00000592246;ENST00000329420;ENST00000591784;ENST00000591755
C19orf33	ENST00000588605;ENST00000301246
KCNK6	ENST00000263372
CATSPERG	ENST00000410018;ENST00000409235
AC005625.1	ENST00000590304
PSMD8	ENST00000215071;ENST00000620216;ENST00000585598;ENST00000602911;ENST00000592035
GGN	ENST00000334928
AC005789.1	ENST00000585411
SPRED3	ENST00000587013;ENST00000586301;ENST00000338502
FAM98C	ENST00000588262;ENST00000252530;ENST00000343358
RASGRP4	ENST00000586305;ENST00000615439;ENST00000614135;ENST00000622174;ENST00000587753;ENST00000454404;ENST00000617966;ENST00000618320;ENST00000293062;ENST00000433821;ENST00000426920;ENST00000587738
RYR1	ENST00000359596;ENST00000355481
AC067969.2	ENST00000597015
AC067969.1	ENST00000595853
MAP4K1	ENST00000591517;ENST00000396857;ENST00000586296;ENST00000589130
AC008649.1	ENST00000589557
EIF3K	ENST00000614624;ENST00000593149;ENST00000538434;ENST00000588934;ENST00000248342;ENST00000545173;ENST00000592558
ACTN4	ENST00000252699;ENST00000390009;ENST00000424234
AC008649.2	ENST00000585999
CAPN12	ENST00000328867;ENST00000601953
AC022144.1	ENST00000602255
LGALS7	ENST00000378626
LGALS7B	ENST00000314980
RNU6-140P	ENST00000384566
LGALS4	ENST00000307751
ECH1	ENST00000221418
AC008982.1	ENST00000594769
AC104534.1	ENST00000594558
HNRNPL	ENST00000221419;ENST00000600873
AC008982.2	ENST00000600473
RINL	ENST00000591812;ENST00000598904
AC011455.1	ENST00000593830
SIRT2	ENST00000358931;ENST00000392081;ENST00000249396;ENST00000613542
NFKBIB	ENST00000392079;ENST00000572515;ENST00000313582
CCER2	ENST00000571838
SARS2	ENST00000221431;ENST00000594171;ENST00000430193;ENST00000598831;ENST00000600042
AC011455.2	ENST00000599996
MRPS12	ENST00000308018;ENST00000407800;ENST00000402029
ERVK9-11	ENST00000599320
FBXO17	ENST00000292852;ENST00000595329
AC011455.6	ENST00000660381
FBXO27	ENST00000292853;ENST00000509137;ENST00000600828
AC010605.1	ENST00000597303
ACP7	ENST00000331256;ENST00000594229
PAK4	ENST00000599470;ENST00000321944;ENST00000358301;ENST00000593690;ENST00000599386;ENST00000360442
AC011443.1	ENST00000599484
NCCRP1	ENST00000339852
SYCN	ENST00000318438
IFNL3P1	ENST00000595082
IFNL3	ENST00000413851;ENST00000613087
IFNL4	ENST00000634967;ENST00000634680;ENST00000606380;ENST00000616270
MSRB1P1	ENST00000396851
IFNL4P1	ENST00000607083
IFNL2	ENST00000331982
IFNL1	ENST00000333625
LRFN1	ENST00000248668
AC011445.1	ENST00000601911
GMFG	ENST00000601387;ENST00000598034;ENST00000597595;ENST00000600322;ENST00000602185;ENST00000253054;ENST00000594700;ENST00000595636
AC011445.2	ENST00000599274
SAMD4B	ENST00000598913;ENST00000314471;ENST00000610417;ENST00000611159;ENST00000596368
RN7SL566P	ENST00000467650
PAF1	ENST00000221265;ENST00000595564
MED29	ENST00000615911;ENST00000315588;ENST00000594368
ZFP36	ENST00000597629;ENST00000594442;ENST00000594045
MIR4530	ENST00000581459
PLEKHG2	ENST00000425673;ENST00000458508;ENST00000409797
RPS16	ENST00000251453;ENST00000599539;ENST00000339471;ENST00000601655
SUPT5H	ENST00000599117;ENST00000402194;ENST00000432763;ENST00000359191;ENST00000598725
TIMM50	ENST00000544017;ENST00000607714;ENST00000599794
DLL3	ENST00000356433;ENST00000205143
SELENOV	ENST00000335426;ENST00000423711;ENST00000622070
EID2B	ENST00000326282
AC011500.3	ENST00000594676
TDGF1P7	ENST00000593394
EID2	ENST00000390658
AC011500.2	ENST00000600089
AC011500.1	ENST00000601963
RPS29P24	ENST00000486345
RPS29P25	ENST00000481709
RPS29P26	ENST00000477483
LGALS13	ENST00000621475;ENST00000221797
AC005176.2	ENST00000596933
AC005176.1	ENST00000594263;ENST00000597791;ENST00000597077
RPS29P30	ENST00000600975
LGALS16	ENST00000392051
AC005515.1	ENST00000412609;ENST00000598736;ENST00000598164
AC005515.2	ENST00000456368
AC093063.1	ENST00000599317
RPS29P27	ENST00000463711
LGALS14	ENST00000360675;ENST00000392052
AC006133.1	ENST00000617106
CLC	ENST00000221804
LEUTX	ENST00000396841;ENST00000638280
AC005393.1	ENST00000617916
DYRK1B	ENST00000593685;ENST00000323039;ENST00000348817;ENST00000597639;ENST00000430012;ENST00000601972
FBL	ENST00000221801
FCGBP	ENST00000616721;ENST00000620799
PRR13P5	ENST00000596581
PSMC4	ENST00000157812;ENST00000455878
ZNF546	ENST00000596894;ENST00000347077;ENST00000600094
AC007842.1	ENST00000408306;ENST00000597336
CTC-471F3.6	ENST00000593658
ZNF780B	ENST00000617676;ENST00000434248;ENST00000221355;ENST00000598845
AC005614.2	ENST00000595508
ZNF780A	ENST00000450241;ENST00000414720;ENST00000340963;ENST00000455521;ENST00000595687;ENST00000594395
AC005614.1	ENST00000598952
VN1R96P	ENST00000446052
MAP3K10	ENST00000253055
AC118344.1	ENST00000408124;ENST00000378432
TTC9B	ENST00000311308
CNTD2	ENST00000430325;ENST00000599263;ENST00000513948
AKT2	ENST00000392038;ENST00000424901;ENST00000311278;ENST00000579047
MIR641	ENST00000384899
RNU6-945P	ENST00000383947
C19orf47	ENST00000582783;ENST00000392035
PLD3	ENST00000409419;ENST00000409587;ENST00000409735;ENST00000356508;ENST00000409281
AC118344.4	ENST00000622968
HIPK4	ENST00000291823
PRX	ENST00000673881;ENST00000291825;ENST00000324001;ENST00000674005
SERTAD1	ENST00000357949
AC010271.2	ENST00000614440
SERTAD3	ENST00000392028;ENST00000322354
AC010271.1	ENST00000599050
BLVRB	ENST00000643519;ENST00000263368;ENST00000595483
SPTBN4	ENST00000595535;ENST00000392025;ENST00000352632;ENST00000598249;ENST00000338932;ENST00000392023
SHKBP1	ENST00000600733;ENST00000291842
LTBP4	ENST00000204005;ENST00000308370;ENST00000396819
RN7SL758P	ENST00000580450
NUMBL	ENST00000252891;ENST00000598779;ENST00000540131
COQ8B	ENST00000243583;ENST00000324464
RNU6-195P	ENST00000411352
ITPKC	ENST00000263370
C19orf54	ENST00000470681;ENST00000378313;ENST00000598485
SNRPA	ENST00000243563
MIA	ENST00000594436;ENST00000597784;ENST00000263369
MIA-RAB4B	ENST00000600729
RAB4B	ENST00000594800;ENST00000357052
RAB4B-EGLN2	ENST00000594136
EGLN2	ENST00000303961;ENST00000406058;ENST00000593726;ENST00000594140
AC008537.1	ENST00000601627
CYP2T1P	ENST00000641596;ENST00000432607
CYP2F2P	ENST00000641827;ENST00000437853
AC008537.2	ENST00000596135
AC008537.3	ENST00000623128
CYP2A6	ENST00000301141
CYP2A7	ENST00000301146;ENST00000291764
CYP2G1P	ENST00000252909;ENST00000597833;ENST00000651727
CYP2A7P2	ENST00000600605
CYP2B7P	ENST00000593298;ENST00000599831;ENST00000599198;ENST00000541697
AC092071.1	ENST00000597260
CYP2B6	ENST00000324071;ENST00000593831
CYP2A7P1	ENST00000595391
CYP2G2P	ENST00000594920
AC008962.1	ENST00000605729
CYP2A13	ENST00000330436
CYP2F1	ENST00000331105
CYP2T3P	ENST00000601990
RPL36P16	ENST00000496996
RN7SL718P	ENST00000581254
CYP2S1	ENST00000310054
AXL	ENST00000301178;ENST00000359092;ENST00000593513
AC011510.1	ENST00000598541
HNRNPUL1	ENST00000352456;ENST00000595018;ENST00000378215;ENST00000392006;ENST00000617774;ENST00000602130;ENST00000617305;ENST00000593587;ENST00000263367
RN7SL34P	ENST00000497296
TGFB1	ENST00000221930
AC011462.5	ENST00000651374
CCDC97	ENST00000269967
AC011462.1	ENST00000540732
TMEM91	ENST00000539627;ENST00000604123;ENST00000413014;ENST00000392002;ENST00000436170;ENST00000447302;ENST00000544232;ENST00000542945;ENST00000356385
B9D2	ENST00000243578
AC011462.4	ENST00000616866
EXOSC5	ENST00000221233;ENST00000596905
BCKDHA	ENST00000269980;ENST00000457836
AC011462.3	ENST00000598988
AC011462.2	ENST00000598887
B3GNT8	ENST00000321702
DMAC2	ENST00000438807;ENST00000221943;ENST00000592922;ENST00000301183;ENST00000589970;ENST00000417807;ENST00000590641;ENST00000597457;ENST00000595425
ERICH4	ENST00000378187
PCAT19	ENST00000588495;ENST00000650748;ENST00000651572;ENST00000651789;ENST00000652160
AC243960.2	ENST00000600996
PLEKHA3P1	ENST00000598554
AC243960.3	ENST00000599316;ENST00000599770
LINC01480	ENST00000597199;ENST00000487420;ENST00000483481;ENST00000494375
AC243960.1	ENST00000595649;ENST00000601116;ENST00000595395
CEACAM21	ENST00000407170;ENST00000401445;ENST00000187608
AC243960.7	ENST00000623532
CEACAMP3	ENST00000483806;ENST00000473762
DNAJC19P2	ENST00000593340
CEACAM4	ENST00000221954;ENST00000600925
DNAJC19P3	ENST00000594491
AC243960.5	ENST00000597858
AC243960.4	ENST00000600532
CEACAM7	ENST00000401731;ENST00000006724;ENST00000602225
CEACAM5	ENST00000398599;ENST00000221992;ENST00000617332;ENST00000615021;ENST00000616453;ENST00000405816
AC243967.1	ENST00000435837
CEACAM6	ENST00000199764
AC243967.2	ENST00000601409
CEACAM3	ENST00000357396;ENST00000630848;ENST00000344550
HNRNPA1P52	ENST00000599047
AC243967.3	ENST00000614316
LYPD4	ENST00000343055;ENST00000609812;ENST00000601246
DMRTC2	ENST00000596827;ENST00000269945
RPS19	ENST00000600467;ENST00000598742;ENST00000221975;ENST00000593863
CD79A	ENST00000221972;ENST00000444740
ARHGEF1	ENST00000599846;ENST00000354532;ENST00000347545;ENST00000378152;ENST00000337665
ERFL	ENST00000597630
RABAC1	ENST00000601891;ENST00000222008;ENST00000601078
AC010616.1	ENST00000644613
ATP1A3	ENST00000648268;ENST00000602133;ENST00000545399;ENST00000543770
GRIK5	ENST00000262895;ENST00000593562;ENST00000301218
ZNF574	ENST00000222339;ENST00000600245;ENST00000359044
CTB-59C6.3	ENST00000594531
POU2F2	ENST00000389341;ENST00000342301;ENST00000560558;ENST00000526816;ENST00000529067;ENST00000560398;ENST00000529952;ENST00000625670
AC010247.1	ENST00000527895;ENST00000583464
MIR4323	ENST00000582929
AC010247.2	ENST00000559786
DEDD2	ENST00000336034;ENST00000596251;ENST00000595337;ENST00000598727
ZNF526	ENST00000301215
GSK3A	ENST00000398249;ENST00000222330
AC006486.1	ENST00000594664
AC006486.2	ENST00000624246
ERF	ENST00000222329;ENST00000440177
CIC	ENST00000572681;ENST00000160740;ENST00000575354
PAFAH1B3	ENST00000262890;ENST00000538771
PRR19	ENST00000598490;ENST00000341747;ENST00000499536
TMEM145	ENST00000301204;ENST00000673205;ENST00000598766;ENST00000673187
MEGF8	ENST00000334370;ENST00000378073;ENST00000251268
CNFN	ENST00000222032;ENST00000597255
LIPE-AS1	ENST00000594624;ENST00000594688;ENST00000457234;ENST00000661814
LIPE	ENST00000244289
AC011497.1	ENST00000596781
CXCL17	ENST00000601181
